,failure,fold,preds
0,0,8,0.14749443531036377
1,0,1,0.14462539553642273
2,0,16,0.13267794251441956
3,0,25,0.19834589958190918
4,0,9,0.2679111957550049
5,0,16,0.15360671281814575
6,1,44,0.2720274329185486
7,1,20,0.26652470231056213
8,0,16,0.2038019895553589
9,0,14,0.1952134668827057
10,0,3,0.1729043424129486
11,1,4,0.2933845818042755
12,0,19,0.48949357867240906
13,1,44,0.31217870116233826
14,0,15,0.34389811754226685
15,0,35,0.20507201552391052
16,0,24,0.17917987704277039
17,0,45,0.1773950159549713
18,0,18,0.14980369806289673
19,0,13,0.19334152340888977
20,0,42,0.2223634123802185
21,0,21,0.14448502659797668
22,0,25,0.2916678786277771
23,0,29,0.2747076153755188
24,0,29,0.19566449522972107
25,0,27,0.1806778609752655
26,0,28,0.36792463064193726
27,0,31,0.19601914286613464
28,0,24,0.17055782675743103
29,0,21,0.14542222023010254
30,0,31,0.29960811138153076
31,0,33,0.14911597967147827
32,0,41,0.2389710545539856
33,1,15,0.3152466416358948
34,0,38,0.1280517578125
35,0,17,0.28947746753692627
36,0,26,0.1886192262172699
37,0,37,0.19281437993049622
38,0,15,0.21176093816757202
39,1,41,0.2088206708431244
40,0,25,0.20598313212394714
41,0,20,0.19475474953651428
42,0,9,0.1888505518436432
43,0,28,0.2635413110256195
44,0,30,0.36051881313323975
45,1,16,0.38702288269996643
46,0,21,0.23526084423065186
47,0,37,0.39729535579681396
48,0,40,0.3568243086338043
49,0,9,0.2594180107116699
50,0,24,0.2850397825241089
51,1,44,0.2740878462791443
52,0,27,0.2236563265323639
53,0,24,0.2168734073638916
54,0,13,0.12508180737495422
55,1,22,0.2763698101043701
56,0,32,0.21183481812477112
57,0,5,0.13726314902305603
58,0,48,0.16363853216171265
59,1,22,0.2975514829158783
60,0,40,0.14902269840240479
61,0,12,0.18769124150276184
62,0,4,0.2410438358783722
63,0,10,0.18503901362419128
64,0,20,0.16238173842430115
65,0,37,0.1702764332294464
66,0,32,0.19028767943382263
67,1,41,0.16000857949256897
68,0,38,0.2515254020690918
69,1,39,0.3364027142524719
70,0,1,0.24038425087928772
71,0,0,0.29708367586135864
72,1,34,0.24158534407615662
73,0,25,0.23219969868659973
74,1,9,0.2144390344619751
75,0,33,0.20634707808494568
76,0,20,0.20921435952186584
77,0,23,0.23237895965576172
78,0,0,0.18206119537353516
79,0,25,0.2040920853614807
80,0,10,0.20105594396591187
81,0,24,0.19498029351234436
82,0,29,0.195135235786438
83,0,36,0.14078965783119202
84,0,22,0.3172532320022583
85,0,14,0.241132915019989
86,0,35,0.1446860134601593
87,0,3,0.30035167932510376
88,0,43,0.1759473979473114
89,0,10,0.3041055202484131
90,0,38,0.26529693603515625
91,0,23,0.29685553908348083
92,1,32,0.23344790935516357
93,0,15,0.24257779121398926
94,0,18,0.20919165015220642
95,1,8,0.24990475177764893
96,0,33,0.14158859848976135
97,0,28,0.29906073212623596
98,0,48,0.29521721601486206
99,1,0,0.15550976991653442
100,0,44,0.21400707960128784
101,0,21,0.17229008674621582
102,0,4,0.2687753438949585
103,0,34,0.265658974647522
104,0,32,0.17902874946594238
105,1,41,0.2550031542778015
106,0,6,0.1874411702156067
107,0,22,0.25316378474235535
108,1,21,0.2596987187862396
109,0,1,0.21012774109840393
110,0,46,0.24604490399360657
111,1,35,0.34459495544433594
112,0,9,0.2541155517101288
113,0,32,0.1888830065727234
114,1,5,0.20953336358070374
115,1,37,0.19059810042381287
116,0,29,0.16355866193771362
117,1,12,0.17827242612838745
118,1,18,0.14340531826019287
119,0,22,0.1888696253299713
120,0,37,0.18136614561080933
121,0,14,0.14494892954826355
122,0,43,0.17425397038459778
123,0,47,0.2734355330467224
124,0,30,0.20847958326339722
125,0,47,0.147879958152771
126,1,5,0.24309200048446655
127,0,17,0.21205845475196838
128,0,23,0.1412469744682312
129,0,27,0.19239455461502075
130,1,12,0.12165036797523499
131,0,41,0.16475090384483337
132,1,5,0.17919963598251343
133,0,18,0.25824451446533203
134,0,8,0.16702228784561157
135,0,36,0.2699756920337677
136,0,31,0.19956383109092712
137,0,18,0.2633971571922302
138,1,26,0.26064103841781616
139,0,41,0.18283632397651672
140,0,40,0.32828643918037415
141,0,3,0.19336584210395813
142,0,10,0.2860810160636902
143,1,18,0.27175596356391907
144,0,19,0.13526496291160583
145,0,45,0.23049423098564148
146,0,31,0.17714214324951172
147,0,4,0.2434188425540924
148,0,26,0.31686294078826904
149,0,13,0.18376103043556213
150,1,0,0.16957736015319824
151,0,43,0.40817224979400635
152,0,25,0.17471078038215637
153,0,46,0.20160332322120667
154,0,45,0.16699615120887756
155,0,43,0.1619167923927307
156,0,18,0.22699525952339172
157,0,13,0.3465622365474701
158,0,45,0.1854707896709442
159,0,9,0.21487653255462646
160,1,11,0.16042307019233704
161,0,43,0.14153599739074707
162,0,33,0.19080734252929688
163,0,21,0.14303267002105713
164,0,7,0.1634381115436554
165,0,12,0.21812698245048523
166,0,15,0.2976231575012207
167,0,15,0.21200919151306152
168,0,22,0.3089812397956848
169,0,13,0.3983272314071655
170,1,5,0.23627400398254395
171,0,0,0.23258531093597412
172,0,45,0.24179565906524658
173,0,25,0.18816447257995605
174,0,45,0.19214680790901184
175,0,29,0.23113515973091125
176,0,15,0.2713516652584076
177,0,30,0.18446588516235352
178,0,10,0.18346881866455078
179,1,34,0.20277076959609985
180,1,25,0.17552489042282104
181,0,35,0.16315606236457825
182,0,22,0.144989013671875
183,0,2,0.22923359274864197
184,1,8,0.181535542011261
185,0,6,0.21203559637069702
186,1,28,0.3398093581199646
187,0,33,0.21585053205490112
188,0,1,0.23827239871025085
189,0,2,0.13286882638931274
190,0,6,0.13493171334266663
191,1,32,0.23180842399597168
192,0,11,0.1838492453098297
193,0,0,0.16154325008392334
194,1,31,0.16337987780570984
195,1,18,0.2448877990245819
196,0,46,0.17957144975662231
197,0,0,0.2460039258003235
198,0,24,0.1921287477016449
199,1,11,0.18433767557144165
200,1,9,0.199608713388443
201,0,47,0.20954656600952148
202,0,44,0.22233104705810547
203,0,22,0.15569767355918884
204,0,15,0.2516840100288391
205,0,34,0.1787286400794983
206,0,48,0.18746650218963623
207,1,44,0.24169352650642395
208,0,18,0.23830482363700867
209,1,15,0.3080950975418091
210,0,21,0.18594539165496826
211,1,29,0.20548167824745178
212,0,42,0.2115110456943512
213,0,14,0.2021651566028595
214,0,32,0.16917473077774048
215,0,32,0.17356634140014648
216,1,48,0.22883844375610352
217,0,35,0.17820483446121216
218,0,7,0.2000470757484436
219,0,47,0.4609059691429138
220,0,24,0.21361708641052246
221,1,18,0.20407330989837646
222,1,49,0.20234248042106628
223,1,40,0.19881796836853027
224,0,37,0.184573233127594
225,0,20,0.3681004047393799
226,0,49,0.17606931924819946
227,1,39,0.30269351601600647
228,0,24,0.275851845741272
229,1,48,0.17675063014030457
230,0,17,0.18901631236076355
231,0,22,0.2194247841835022
232,0,42,0.18076708912849426
233,0,25,0.2840035557746887
234,1,43,0.21995633840560913
235,0,49,0.2367759346961975
236,0,19,0.16949474811553955
237,0,46,0.2480705976486206
238,1,19,0.15189844369888306
239,0,19,0.49358317255973816
240,0,46,0.19151243567466736
241,1,26,0.2204207181930542
242,0,25,0.20885702967643738
243,0,35,0.2118213176727295
244,0,27,0.1636160910129547
245,0,18,0.18210843205451965
246,1,3,0.27695977687835693
247,0,15,0.2148570418357849
248,0,31,0.20155730843544006
249,0,40,0.2287093997001648
250,0,14,0.19558310508728027
251,0,22,0.16162729263305664
252,0,16,0.14855918288230896
253,0,49,0.18868044018745422
254,1,33,0.1700330376625061
255,0,49,0.2628808617591858
256,0,4,0.2171458601951599
257,1,0,0.2080414593219757
258,0,10,0.1538827121257782
259,0,23,0.2408098578453064
260,0,39,0.16801893711090088
261,0,13,0.15703696012496948
262,0,34,0.17040207982063293
263,0,5,0.38844045996665955
264,1,7,0.17781803011894226
265,0,0,0.16790464520454407
266,1,34,0.3184722661972046
267,0,17,0.24348214268684387
268,1,20,0.16232147812843323
269,1,10,0.26777398586273193
270,0,42,0.16307684779167175
271,0,21,0.1433749496936798
272,0,38,0.1278713047504425
273,0,23,0.3751159608364105
274,0,47,0.19638237357139587
275,0,41,0.38469308614730835
276,0,34,0.20456624031066895
277,1,47,0.25778502225875854
278,0,49,0.1444006860256195
279,0,25,0.15374857187271118
280,1,48,0.1826508641242981
281,0,36,0.2558164596557617
282,0,34,0.17105066776275635
283,0,10,0.1274396777153015
284,1,11,0.2736458480358124
285,1,44,0.24920088052749634
286,0,37,0.18840739130973816
287,0,16,0.20471733808517456
288,0,24,0.28145208954811096
289,0,47,0.2795025110244751
290,0,7,0.1430879831314087
291,0,25,0.17762860655784607
292,1,24,0.1733226776123047
293,0,12,0.22359609603881836
294,0,49,0.15737932920455933
295,1,3,0.1374097466468811
296,0,7,0.1994858980178833
297,1,1,0.23938295245170593
298,0,44,0.13831555843353271
299,0,18,0.15419790148735046
300,0,25,0.16585895419120789
301,0,0,0.17482656240463257
302,0,33,0.15437236428260803
303,0,44,0.15059992671012878
304,1,33,0.13345223665237427
305,0,37,0.16825681924819946
306,0,24,0.25317466259002686
307,1,2,0.14787888526916504
308,0,47,0.2077980935573578
309,0,6,0.3140369653701782
310,1,38,0.19610992074012756
311,0,17,0.18509173393249512
312,0,48,0.17844799160957336
313,0,35,0.22292032837867737
314,0,7,0.1998472511768341
315,0,12,0.17462804913520813
316,0,18,0.20807653665542603
317,1,8,0.19916388392448425
318,0,1,0.2159816324710846
319,0,42,0.20244860649108887
320,0,12,0.2417786717414856
321,0,0,0.14789056777954102
322,0,12,0.2310050129890442
323,0,13,0.19294482469558716
324,1,42,0.26947546005249023
325,0,21,0.3144155442714691
326,0,16,0.18262901902198792
327,1,37,0.22878724336624146
328,0,1,0.22730201482772827
329,1,36,0.3389885425567627
330,0,35,0.25052720308303833
331,0,41,0.19782844185829163
332,1,29,0.23051434755325317
333,0,43,0.30237215757369995
334,0,1,0.2231532633304596
335,0,44,0.16344347596168518
336,1,12,0.19628679752349854
337,0,34,0.23396235704421997
338,0,39,0.21575725078582764
339,0,8,0.18287023901939392
340,1,27,0.3276927173137665
341,0,5,0.1811014711856842
342,1,12,0.33865976333618164
343,0,25,0.15762171149253845
344,1,23,0.2855832874774933
345,0,13,0.22721752524375916
346,0,2,0.3313923180103302
347,0,44,0.3592858910560608
348,0,46,0.38252586126327515
349,0,27,0.2579957842826843
350,1,49,0.15506649017333984
351,0,10,0.1738121509552002
352,0,4,0.14302915334701538
353,0,38,0.3614286780357361
354,0,5,0.3392297625541687
355,0,43,0.25968262553215027
356,1,9,0.17217782139778137
357,0,16,0.5691637992858887
358,0,24,0.1703057587146759
359,0,26,0.28759270906448364
360,1,6,0.12490251660346985
361,0,35,0.19296333193778992
362,0,13,0.32599592208862305
363,1,16,0.26582127809524536
364,0,28,0.2193116843700409
365,0,27,0.23050016164779663
366,0,24,0.20302936434745789
367,1,49,0.13671395182609558
368,0,7,0.25098156929016113
369,0,22,0.13902300596237183
370,0,38,0.2677454948425293
371,1,37,0.20666536688804626
372,1,4,0.25051644444465637
373,0,11,0.1857610046863556
374,0,26,0.17660772800445557
375,0,12,0.1864805519580841
376,0,17,0.1949252188205719
377,1,37,0.19607484340667725
378,0,9,0.16971412301063538
379,1,17,0.20311111211776733
380,0,9,0.2679186463356018
381,0,28,0.2138139009475708
382,0,43,0.2526019215583801
383,1,35,0.20911705493927002
384,0,2,0.30548277497291565
385,0,3,0.1391143798828125
386,0,25,0.23207169771194458
387,1,42,0.3098151385784149
388,0,0,0.24689799547195435
389,1,20,0.28681111335754395
390,0,18,0.3050149977207184
391,0,25,0.14323171973228455
392,0,35,0.20376598834991455
393,0,28,0.23781153559684753
394,0,26,0.19008633494377136
395,0,37,0.15098229050636292
396,0,45,0.2366047203540802
397,0,5,0.18866518139839172
398,1,36,0.3900453746318817
399,0,49,0.20744237303733826
400,0,42,0.20720762014389038
401,0,4,0.19949594140052795
402,0,40,0.16575419902801514
403,0,36,0.21729454398155212
404,0,0,0.170343816280365
405,1,46,0.326640784740448
406,0,37,0.14381912350654602
407,0,12,0.1387789249420166
408,0,12,0.21452179551124573
409,0,2,0.23451361060142517
410,0,6,0.17102500796318054
411,0,30,0.20091158151626587
412,0,2,0.19463980197906494
413,0,39,0.20413270592689514
414,0,3,0.19051483273506165
415,0,45,0.19724595546722412
416,0,8,0.20036250352859497
417,0,49,0.3386680483818054
418,0,43,0.16498667001724243
419,0,26,0.2242881953716278
420,0,4,0.3341672718524933
421,1,20,0.1546853482723236
422,1,13,0.27456846833229065
423,0,36,0.3216298520565033
424,0,40,0.21189656853675842
425,0,46,0.3216339349746704
426,0,25,0.3066926598548889
427,0,25,0.21309426426887512
428,0,47,0.19469767808914185
429,0,26,0.14604103565216064
430,1,35,0.17314720153808594
431,0,11,0.20462235808372498
432,0,9,0.22209778428077698
433,1,5,0.30414411425590515
434,0,46,0.21021690964698792
435,0,0,0.16335350275039673
436,1,14,0.30437079071998596
437,0,41,0.25213128328323364
438,1,23,0.23725813627243042
439,1,9,0.2467232048511505
440,0,0,0.13760608434677124
441,1,25,0.1787983775138855
442,0,40,0.2812095880508423
443,0,6,0.24328741431236267
444,0,29,0.1843256950378418
445,0,7,0.210023432970047
446,0,18,0.19362199306488037
447,0,6,0.1504332423210144
448,0,21,0.19119608402252197
449,0,40,0.180466890335083
450,0,35,0.15472525358200073
451,0,8,0.1538187563419342
452,0,27,0.13253065943717957
453,0,9,0.17565208673477173
454,1,45,0.2343631088733673
455,0,9,0.17928126454353333
456,1,46,0.21725523471832275
457,0,40,0.1424008309841156
458,0,27,0.17319712042808533
459,0,1,0.13108107447624207
460,0,8,0.16591638326644897
461,0,18,0.1677801012992859
462,1,39,0.3925948143005371
463,0,41,0.17171502113342285
464,1,4,0.16544559597969055
465,1,6,0.20383766293525696
466,0,43,0.2337883710861206
467,0,18,0.2686361074447632
468,0,44,0.19431054592132568
469,0,21,0.12768885493278503
470,1,37,0.2593469023704529
471,1,19,0.3547794222831726
472,1,46,0.27235928177833557
473,0,24,0.22104832530021667
474,0,49,0.1894761323928833
475,0,46,0.3150336742401123
476,0,44,0.18687960505485535
477,0,42,0.2850687503814697
478,0,19,0.2085787057876587
479,0,2,0.15773171186447144
480,0,6,0.11502370238304138
481,0,10,0.16196265816688538
482,0,48,0.22488674521446228
483,1,10,0.2671910226345062
484,0,33,0.2755342721939087
485,0,10,0.18796521425247192
486,0,14,0.1876065731048584
487,0,29,0.2756076455116272
488,0,41,0.20078963041305542
489,1,5,0.20284295082092285
490,0,33,0.24987146258354187
491,0,27,0.23825183510780334
492,0,1,0.15383878350257874
493,0,13,0.3244442343711853
494,1,1,0.26271769404411316
495,0,19,0.12783753871917725
496,0,0,0.17375913262367249
497,0,4,0.19766554236412048
498,0,14,0.255655974149704
499,0,4,0.2269081473350525
500,0,44,0.17927226424217224
501,1,37,0.18865805864334106
502,1,15,0.24402770400047302
503,0,19,0.222112774848938
504,0,8,0.16375243663787842
505,1,30,0.36820414662361145
506,0,22,0.2320789396762848
507,0,26,0.14134258031845093
508,0,31,0.19129857420921326
509,0,14,0.22671478986740112
510,0,19,0.17260119318962097
511,0,40,0.21815386414527893
512,0,47,0.16098478436470032
513,0,32,0.14746582508087158
514,0,49,0.30016806721687317
515,1,35,0.25198808312416077
516,0,44,0.2557922601699829
517,0,27,0.2549653947353363
518,0,16,0.18219304084777832
519,0,33,0.2553333640098572
520,1,31,0.20302295684814453
521,1,14,0.2681049108505249
522,0,34,0.2534940838813782
523,1,15,0.26381731033325195
524,0,11,0.19060564041137695
525,1,25,0.20029887557029724
526,0,24,0.17139354348182678
527,0,45,0.2334655523300171
528,0,44,0.22291719913482666
529,0,38,0.33290350437164307
530,0,16,0.18783259391784668
531,0,25,0.30224835872650146
532,0,32,0.17145445942878723
533,0,17,0.2209189534187317
534,0,37,0.19363263249397278
535,0,16,0.15760508179664612
536,0,5,0.14369574189186096
537,0,37,0.18197926878929138
538,0,2,0.125914067029953
539,0,22,0.19362542033195496
540,0,22,0.15686804056167603
541,1,13,0.2049509584903717
542,0,17,0.14945146441459656
543,1,4,0.2087450921535492
544,1,32,0.19021043181419373
545,0,25,0.1314106583595276
546,1,35,0.29407140612602234
547,0,33,0.20102185010910034
548,0,5,0.18070346117019653
549,0,30,0.34250757098197937
550,1,20,0.25400036573410034
551,0,16,0.1167336106300354
552,0,40,0.15787670016288757
553,0,39,0.17183691263198853
554,0,47,0.19025787711143494
555,0,8,0.15769624710083008
556,0,31,0.17713415622711182
557,0,13,0.22316855192184448
558,0,35,0.14308348298072815
559,1,19,0.21849879622459412
560,1,47,0.326219379901886
561,1,20,0.20265385508537292
562,1,17,0.2764434218406677
563,0,28,0.29567664861679077
564,0,14,0.24093979597091675
565,0,5,0.20620182156562805
566,0,41,0.22496077418327332
567,0,3,0.17764690518379211
568,1,38,0.36368370056152344
569,0,2,0.21500706672668457
570,0,9,0.2541334331035614
571,0,24,0.2064657211303711
572,0,38,0.2806403636932373
573,0,40,0.15826690196990967
574,1,1,0.15428641438484192
575,0,3,0.17455998063087463
576,0,5,0.23458215594291687
577,0,48,0.19792816042900085
578,0,17,0.16642805933952332
579,1,30,0.2404363751411438
580,1,14,0.21435701847076416
581,0,48,0.20938509702682495
582,1,0,0.17670071125030518
583,0,27,0.17138820886611938
584,0,9,0.14756393432617188
585,0,13,0.1608995795249939
586,0,39,0.22010090947151184
587,0,30,0.20258992910385132
588,1,15,0.277363657951355
589,0,29,0.15561723709106445
590,0,30,0.19496387243270874
591,0,25,0.19547337293624878
592,0,41,0.16933870315551758
593,1,15,0.2051621377468109
594,0,11,0.20721876621246338
595,0,39,0.1810654103755951
596,1,47,0.16465884447097778
597,1,41,0.17768192291259766
598,0,7,0.12463697791099548
599,0,27,0.21197280287742615
600,0,48,0.1977587640285492
601,1,29,0.23218092322349548
602,0,22,0.22779199481010437
603,1,24,0.19164958596229553
604,0,5,0.22947019338607788
605,0,3,0.27036339044570923
606,0,39,0.1569482684135437
607,1,44,0.26014941930770874
608,1,49,0.2118818759918213
609,0,19,0.1941051185131073
610,0,44,0.23056244850158691
611,0,46,0.2036193609237671
612,0,19,0.23942920565605164
613,0,14,0.23648181557655334
614,0,5,0.22822296619415283
615,1,17,0.199335515499115
616,0,8,0.15703970193862915
617,0,41,0.18839845061302185
618,0,37,0.2865300178527832
619,1,47,0.2274230420589447
620,1,8,0.19536864757537842
621,1,46,0.24009934067726135
622,1,25,0.18575724959373474
623,0,47,0.24630266427993774
624,1,34,0.16902005672454834
625,0,13,0.1702823042869568
626,1,6,0.1958199143409729
627,0,45,0.27546751499176025
628,0,5,0.2048872411251068
629,0,28,0.1420670449733734
630,1,13,0.14685887098312378
631,1,1,0.26949542760849
632,0,1,0.21229997277259827
633,0,13,0.32479801774024963
634,1,6,0.17447826266288757
635,0,33,0.21601635217666626
636,0,10,0.15685203671455383
637,0,43,0.2931768298149109
638,0,44,0.13102886080741882
639,1,39,0.23521354794502258
640,0,23,0.30650821328163147
641,0,24,0.1895916759967804
642,0,41,0.17070820927619934
643,0,37,0.19022226333618164
644,0,18,0.17114421725273132
645,0,16,0.2318335473537445
646,0,42,0.2613505721092224
647,1,30,0.23750272393226624
648,0,11,0.18668386340141296
649,1,43,0.2847975492477417
650,0,33,0.20382171869277954
651,0,5,0.19141343235969543
652,1,43,0.3211148977279663
653,0,13,0.157093346118927
654,0,4,0.17011341452598572
655,1,26,0.3224412798881531
656,0,17,0.2198297083377838
657,0,37,0.1428455412387848
658,0,12,0.1854444146156311
659,0,20,0.12323841452598572
660,1,47,0.21146196126937866
661,0,6,0.25268495082855225
662,0,9,0.16427165269851685
663,0,44,0.3261241018772125
664,0,33,0.2724161744117737
665,0,47,0.229557603597641
666,0,46,0.18738055229187012
667,0,2,0.18937623500823975
668,0,49,0.2212125062942505
669,0,35,0.26317858695983887
670,0,49,0.2663101553916931
671,0,31,0.14621540904045105
672,0,33,0.1511930525302887
673,0,37,0.19729867577552795
674,0,29,0.1953902542591095
675,1,35,0.22128218412399292
676,0,20,0.3594973683357239
677,0,41,0.20932358503341675
678,0,33,0.2407212257385254
679,1,14,0.27051377296447754
680,1,43,0.18109625577926636
681,0,10,0.3646937608718872
682,0,41,0.17927566170692444
683,0,9,0.2024739384651184
684,1,13,0.41634389758110046
685,0,8,0.4527927339076996
686,0,39,0.1621013879776001
687,0,27,0.18200570344924927
688,0,37,0.17730504274368286
689,0,44,0.18264096975326538
690,0,2,0.19851350784301758
691,1,21,0.1765434741973877
692,1,45,0.2595069706439972
693,0,36,0.19315174221992493
694,1,39,0.2266143262386322
695,0,26,0.1468254029750824
696,0,42,0.19546452164649963
697,0,6,0.2116379737854004
698,0,30,0.15986737608909607
699,0,3,0.22024598717689514
700,0,46,0.2618889808654785
701,0,1,0.17603766918182373
702,0,18,0.24240517616271973
703,1,40,0.22621959447860718
704,0,42,0.16731107234954834
705,0,25,0.20072799921035767
706,0,22,0.1776759922504425
707,0,33,0.22433343529701233
708,0,16,0.19345536828041077
709,1,13,0.21811488270759583
710,0,31,0.15659797191619873
711,0,6,0.2137119472026825
712,0,35,0.29119211435317993
713,0,16,0.26037758588790894
714,0,11,0.19994321465492249
715,0,23,0.15593239665031433
716,1,35,0.22852802276611328
717,0,14,0.23009899258613586
718,0,33,0.12264937162399292
719,0,20,0.16922524571418762
720,1,45,0.31190913915634155
721,0,35,0.13861605525016785
722,0,13,0.21344837546348572
723,1,35,0.16196653246879578
724,0,34,0.1858360469341278
725,1,6,0.1775408387184143
726,1,2,0.18889489769935608
727,0,11,0.13640034198760986
728,0,46,0.18931055068969727
729,1,23,0.20245876908302307
730,0,4,0.20398131012916565
731,0,5,0.18724969029426575
732,0,29,0.16140028834342957
